X,Y,Top,Bottom
7,14,19,7
7,15,18,7
7,16,18,7
7,17,18,8
7,18,19,8
7,19,19,8
7,20,19,8
7,21,19,9
7,22,19,9
7,23,20,9
7,24,20,9
7,25,20,10
7,26,21,10
7,27,21,10
7,28,21,10
7,29,21,10
7,30,22,11
7,31,22,11
7,32,22,11
7,33,22,11
7,34,22,11
7,35,22,11
7,36,23,12
7,37,23,12
7,38,23,12
7,39,23,12
7,40,23,12
7,41,23,12
7,42,23,13
7,43,23,13
7,44,23,13
7,45,23,13
7,46,23,14
7,47,24,14
7,48,24,14
7,49,24,14
7,50,24,14
7,51,24,14
7,52,25,14
7,53,25,14
7,54,25,15
7,55,25,15
7,56,26,15
7,57,26,15
7,58,26,15
7,59,26,15
7,60,26,15
7,61,26,15
7,62,25,15
7,63,25,15
7,64,25,15
7,65,25,15
7,66,25,15
7,67,25,15
7,68,25,15
7,69,25,15
7,70,24,15
7,71,24,15
7,72,24,15
7,73,24,14
7,74,24,14
7,75,24,14
7,76,24,14
7,77,24,13
7,78,24,13
7,79,24,13
7,80,24,12
7,81,24,12
7,82,23,11
7,83,23,11
7,84,23,10
7,85,23,10
7,86,23,9
7,87,23,9
7,88,23,9
7,89,22,9
7,90,23,8
7,91,23,8
7,92,23,8
7,93,23,8
7,94,23,8
7,95,23,8
7,96,22,7
7,97,22,7
7,98,22,7
7,99,22,7
7,100,21,7
7,101,21,6
7,102,20,6
7,103,20,6
7,104,20,6
7,105,19,6
7,106,19,6
7,107,19,5
7,108,19,5
7,109,19,5
7,110,19,4
7,111,19,4
7,112,20,3
7,113,20,3
7,114,19,3
7,115,20,3
7,116,20,3
7,117,20,3
7,118,20,2
7,119,20,2
7,120,20,3
7,121,21,3
7,122,21,3
7,123,21,3
7,124,21,4
7,125,22,4
7,126,22,4
7,127,22,5
8,0,22,5
8,1,22,5
8,2,21,5
8,3,21,5
8,4,21,6
8,5,21,6
8,6,21,6
8,7,21,6
8,8,20,6
8,9,20,6
8,10,19,7
8,11,19,7
8,12,19,7
8,13,18,7
8,14,18,7
8,15,18,7
8,16,18,7
8,17,18,8
8,18,18,8
8,19,18,8
8,20,19,9
8,21,19,9
8,22,19,9
8,23,20,9
8,24,20,9
8,25,20,10
8,26,20,10
8,27,21,10
8,28,21,10
8,29,21,10
8,30,21,11
8,31,22,11
8,32,22,11
8,33,22,11
8,34,22,11
8,35,22,11
8,36,22,12
8,37,23,12
8,38,23,12
8,39,23,12
8,40,23,12
8,41,23,12
8,42,23,13
8,43,23,13
8,44,23,13
8,45,23,13
8,46,24,13
8,47,24,14
8,48,24,14
8,49,24,14
8,50,24,14
8,51,25,14
8,52,25,14
8,53,25,14
8,54,25,14
8,55,26,14
8,56,26,14
8,57,26,15
8,58,26,15
8,59,26,15
8,60,26,15
8,61,26,15
8,62,26,15
8,63,26,15
8,64,25,15
8,65,25,15
8,66,25,15
8,67,25,15
8,68,25,15
8,69,25,15
8,70,25,15
8,71,25,15
8,72,25,15
8,73,24,14
8,74,24,14
8,75,24,14
8,76,24,13
8,77,24,13
8,78,24,13
8,79,24,12
8,80,24,12
8,81,24,11
8,82,24,11
8,83,23,11
8,84,23,10
8,85,23,10
8,86,23,9
8,87,23,9
8,88,23,9
8,89,23,8
8,90,22,8
8,91,23,8
8,92,23,8
8,93,23,8
8,94,23,8
8,95,23,8
8,96,22,7
8,97,22,7
8,98,22,7
8,99,22,7
8,100,21,7
8,101,21,6
8,102,20,6
8,103,20,6
8,104,20,6
8,105,20,6
8,106,20,6
8,107,20,6
8,108,20,5
8,109,19,5
8,110,19,5
8,111,20,4
8,112,20,4
8,113,20,4
8,114,20,3
8,115,20,3
8,116,20,3
8,117,20,3
8,118,20,3
8,119,20,3
8,120,20,3
8,121,20,3
8,122,21,3
8,123,21,3
8,124,21,4
8,125,21,4
8,126,22,4
8,127,22,5
9,0,21,5
9,1,21,5
9,2,21,5
9,3,21,5
9,4,21,5
9,5,21,6
9,6,21,6
9,7,20,6
9,8,20,6
9,9,20,6
9,10,19,6
9,11,19,7
9,12,18,7
9,13,18,7
9,14,18,7
9,15,18,7
9,16,18,8
9,17,18,8
9,18,18,8
9,19,18,8
9,20,18,9
9,21,19,9
9,22,19,9
9,23,19,9
9,24,20,10
9,25,20,10
9,26,20,10
9,27,21,10
9,28,21,10
9,29,21,10
9,30,21,11
9,31,21,11
9,32,22,11
9,33,22,11
9,34,22,11
9,35,22,11
9,36,22,11
9,37,22,12
9,38,23,12
9,39,23,12
9,40,23,12
9,41,23,12
9,42,23,12
9,43,23,13
9,44,23,13
9,45,23,13
9,46,24,13
9,47,24,14
9,48,24,14
9,49,24,14
9,50,25,14
9,51,25,14
9,52,25,14
9,53,26,14
9,54,26,14
9,55,26,14
9,56,26,14
9,57,26,15
9,58,27,15
9,59,27,15
9,60,27,15
9,61,26,15
9,62,26,15
9,63,26,15
9,64,26,15
9,65,26,15
9,66,25,15
9,67,25,15
9,68,25,15
9,69,25,15
9,70,25,15
9,71,25,15
9,72,25,14
9,73,24,14
9,74,24,14
9,75,24,14
9,76,24,13
9,77,24,13
9,78,24,12
9,79,24,12
9,80,24,12
9,81,24,11
9,82,24,11
9,83,23,10
9,84,23,10
9,85,23,10
9,86,23,9
9,87,23,9
9,88,23,9
9,89,23,8
9,90,22,8
9,91,23,8
9,92,23,8
9,93,23,8
9,94,23,8
9,95,23,7
9,96,22,7
9,97,22,7
9,98,22,7
9,99,22,7
9,100,21,7
9,101,21,7
9,102,20,7
9,103,20,7
9,104,20,6
9,105,20,6
9,106,20,6
9,107,20,6
9,108,20,6
9,109,20,5
9,110,20,5
9,111,20,4
9,112,20,4
9,113,20,4
9,114,20,3
9,115,20,3
9,116,20,3
9,117,20,3
9,118,20,3
9,119,20,3
9,120,20,3
9,121,20,3
9,122,21,3
9,123,21,4
9,124,21,4
9,125,21,4
9,126,21,4
9,127,21,5
10,0,21,5
10,1,21,5
10,2,21,5
10,3,21,5
10,4,21,5
10,5,21,5
10,6,20,5
10,7,20,5
10,8,20,6
10,9,19,6
10,10,19,6
10,11,19,7
10,12,18,7
10,13,18,7
10,14,18,7
10,15,17,7
10,16,17,8
10,17,18,8
10,18,18,8
10,19,18,8
10,20,18,9
10,21,19,9
10,22,19,9
10,23,19,9
10,24,19,10
10,25,20,10
10,26,20,10
10,27,20,10
10,28,21,10
10,29,21,11
10,30,21,11
10,31,21,11
10,32,21,11
10,33,21,11
10,34,22,11
10,35,22,11
10,36,22,11
10,37,22,11
10,38,22,11
10,39,23,12
10,40,23,12
10,41,23,12
10,42,23,12
10,43,23,13
10,44,23,13
10,45,24,13
10,46,24,13
10,47,24,13
10,48,24,14
10,49,25,14
10,50,25,14
10,51,25,14
10,52,25,14
10,53,26,14
10,54,26,14
10,55,26,14
10,56,27,14
10,57,27,14
10,58,27,15
10,59,27,15
10,60,27,15
10,61,27,15
10,62,27,15
10,63,26,15
10,64,26,15
10,65,26,15
10,66,26,15
10,67,25,15
10,68,25,15
10,69,25,15
10,70,25,15
10,71,25,15
10,72,25,15
10,73,25,14
10,74,25,14
10,75,24,13
10,76,24,13
10,77,24,13
10,78,24,12
10,79,24,12
10,80,24,11
10,81,24,11
10,82,24,10
10,83,24,10
10,84,23,10
10,85,23,9
10,86,23,9
10,87,23,9
10,88,23,9
10,89,22,8
10,90,22,8
10,91,23,8
10,92,23,8
10,93,23,8
10,94,23,7
10,95,22,7
10,96,22,7
10,97,22,7
10,98,22,7
10,99,22,7
10,100,21,7
10,101,21,7
10,102,21,7
10,103,20,7
10,104,20,7
10,105,20,7
10,106,20,6
10,107,20,6
10,108,20,6
10,109,20,6
10,110,20,5
10,111,20,5
10,112,20,4
10,113,20,4
10,114,20,4
10,115,20,4
10,116,20,3
10,117,20,3
10,118,20,3
10,119,20,3
10,120,20,3
10,121,20,3
10,122,21,4
10,123,21,4
10,124,21,4
10,125,21,4
10,126,21,4
10,127,21,5
11,0,21,5
11,1,21,5
11,2,21,5
11,3,21,5
11,4,20,5
11,5,20,5
11,6,20,5
11,7,20,5
11,8,19,6
11,9,19,6
11,10,19,6
11,11,18,6
11,12,18,7
11,13,18,7
11,14,17,7
11,15,17,7
11,16,17,8
11,17,17,8
11,18,18,8
11,19,18,8
11,20,18,9
11,21,18,9
11,22,19,9
11,23,19,10
11,24,19,10
11,25,20,10
11,26,20,10
11,27,20,10
11,28,20,11
11,29,21,11
11,30,21,11
11,31,21,11
11,32,21,11
11,33,21,11
11,34,21,11
11,35,22,11
11,36,22,11
11,37,22,11
11,38,22,11
11,39,23,11
11,40,23,12
11,41,23,12
11,42,23,12
11,43,23,12
11,44,23,13
11,45,23,13
11,46,24,13
11,47,24,13
11,48,24,13
11,49,25,13
11,50,25,14
11,51,25,14
11,52,26,14
11,53,26,14
11,54,26,14
11,55,26,14
11,56,27,14
11,57,27,14
11,58,27,14
11,59,27,15
11,60,27,15
11,61,27,15
11,62,27,15
11,63,27,15
11,64,26,15
11,65,26,15
11,66,26,15
11,67,26,15
11,68,25,15
11,69,25,15
11,70,25,15
11,71,25,15
11,72,25,14
11,73,25,14
11,74,25,14
11,75,25,13
11,76,25,13
11,77,25,12
11,78,25,12
11,79,24,12
11,80,24,11
11,81,24,11
11,82,24,10
11,83,24,10
11,84,23,10
11,85,23,9
11,86,23,9
11,87,23,9
11,88,23,9
11,89,22,8
11,90,22,8
11,91,22,8
11,92,23,8
11,93,23,8
11,94,22,7
11,95,22,7
11,96,22,7
11,97,22,7
11,98,22,7
11,99,22,7
11,100,21,7
11,101,21,7
11,102,21,7
11,103,21,7
11,104,20,7
11,105,20,7
11,106,20,7
11,107,20,7
11,108,20,6
11,109,20,6
11,110,20,5
11,111,20,5
11,112,20,5
11,113,20,4
11,114,20,4
11,115,20,4
11,116,20,4
11,117,20,4
11,118,20,4
11,119,20,4
11,120,20,4
11,121,20,4
11,122,21,4
11,123,21,4
11,124,21,4
11,125,21,4
11,126,21,5
11,127,21,5
12,0,21,5
12,1,21,5
12,2,21,5
12,3,20,5
12,4,20,5
12,5,20,5
12,6,20,5
12,7,20,5
12,8,19,6
12,9,19,6
12,10,19,6
12,11,18,6
12,12,18,7
12,13,18,7
12,14,17,7
12,15,17,7
12,16,17,8
12,17,17,8
12,18,18,8
12,19,18,8
12,20,18,9
12,21,18,9
12,22,18,9
12,23,19,10
12,24,19,10
12,25,19,10
12,26,20,10
12,27,20,10
12,28,20,11
12,29,20,11
12,30,21,11
12,31,21,11
12,32,21,11
12,33,21,11
12,34,21,11
12,35,21,11
12,36,22,11
12,37,22,11
12,38,22,11
12,39,22,11
12,40,22,12
12,41,23,12
12,42,23,12
12,43,23,12
12,44,23,13
12,45,23,13
12,46,24,13
12,47,24,13
12,48,24,13
12,49,25,13
12,50,25,13
12,51,26,13
12,52,26,13
12,53,26,13
12,54,26,13
12,55,27,14
12,56,27,14
12,57,27,14
12,58,27,14
12,59,27,14
12,60,27,14
12,61,27,15
12,62,27,15
12,63,27,15
12,64,27,15
12,65,26,15
12,66,26,15
12,67,26,15
12,68,26,15
12,69,25,15
12,70,25,15
12,71,25,15
12,72,25,14
12,73,25,14
12,74,25,14
12,75,25,13
12,76,25,13
12,77,25,12
12,78,25,12
12,79,24,12
12,80,24,11
12,81,24,11
12,82,24,10
12,83,24,10
12,84,23,10
12,85,23,9
12,86,23,9
12,87,23,9
12,88,23,8
12,89,22,8
12,90,22,8
12,91,22,8
12,92,22,8
12,93,22,8
12,94,22,8
12,95,22,7
12,96,22,7
12,97,22,7
12,98,22,7
12,99,22,7
12,100,21,7
12,101,21,7
12,102,21,7
12,103,21,7
12,104,21,7
12,105,21,7
12,106,20,7
12,107,20,7
12,108,20,6
12,109,20,6
12,110,20,6
12,111,20,5
12,112,20,5
12,113,20,5
12,114,20,4
12,115,20,4
12,116,20,4
12,117,20,4
12,118,20,4
12,119,20,4
12,120,20,4
12,121,20,4
12,122,21,4
12,123,21,4
12,124,21,4
12,125,21,5
12,126,21,5
12,127,21,5
13,0,21,5
13,1,21,5
13,2,20,5
13,3,20,5
13,4,20,5
13,5,20,5
13,6,20,5
13,7,19,6
13,8,19,6
13,9,19,6
13,10,18,6
13,11,18,6
13,12,18,7
13,13,18,7
13,14,17,7
13,15,17,7
13,16,17,8
13,17,17,8
13,18,18,8
13,19,18,9
13,20,18,9
13,21,18,9
13,22,18,9
13,23,18,10
13,24,19,10
13,25,19,10
13,26,19,10
13,27,20,11
13,28,20,11
13,29,20,11
13,30,20,11
13,31,21,11
13,32,21,11
13,33,21,11
13,34,21,11
13,35,21,11
13,36,22,11
13,37,22,11
13,38,22,11
13,39,22,11
13,40,22,11
13,41,22,12
13,42,23,12
13,43,23,12
13,44,23,12
13,45,23,12
13,46,24,13
13,47,24,13
13,48,25,13
13,49,25,13
13,50,26,13
13,51,26,13
13,52,26,13
13,53,26,13
13,54,27,13
13,55,27,13
13,56,27,14
13,57,27,14
13,58,27,14
13,59,27,14
13,60,27,14
13,61,27,15
13,62,27,15
13,63,27,15
13,64,27,15
13,65,27,15
13,66,26,15
13,67,26,15
13,68,26,15
13,69,25,15
13,70,25,15
13,71,25,15
13,72,25,14
13,73,25,14
13,74,25,14
13,75,25,13
13,76,25,13
13,77,25,12
13,78,25,12
13,79,24,11
13,80,24,11
13,81,24,11
